index,tag,depth,id,classes,attrs,inner_text_len
126,svg,16,,,"{""focusable"": ""false"", ""aria-hidden"": ""true"", ""xmlns"": ""http://www.w3.org/2000/svg"", ""viewbox"": ""0 0 24 24""}",0
127,path,17,,,"{""d"": ""M3 9v6h4l5 5V4L7 9H3zm13.5 3c0-1.77-1.02-3.29-2.5-4.03v8.05c1.48-.73 2.5-2.25 2.5-4.02zM14 3.23v2.06c2.89.86 5 3.54 5 6.71s-2.11 5.85-5 6.71v2.06c4.01-.91 7-4.49 7-8.77s-2.99-7.86-7-8.77z""}",0
128,div,14,,Vlt3wb,"{""style"": ""display:none""}",0
129,span,13,,XAFD5c,"{""style"": ""display:none""}",0
130,div,13,,j0GJWd,"{""style"": ""display:none""}",0
131,div,14,,,{},0
132,img,15,,uHGFVd AZNDm,"{""alt"": """", ""style"": ""display:none""}",0
133,div,14,,iQxPRb,{},0
134,img,15,,uHGFVd EOLKOc,"{""alt"": """", ""style"": ""display:none""}",0
135,img,15,,uHGFVd EOLKOc,"{""alt"": """", ""style"": ""display:none""}",0
136,li,10,TN4rFf,IDVnvc PZPZlf,"{""data-view-type"": ""6"", ""role"": ""presentation"", ""data-attrid"": ""AutocompletePrediction"", ""data-entityid"": ""autocomplete_user_feedback_kp_id""}",0
137,div,11,,cRV9hb,{},0
138,div,12,,aVbWac,{},0
139,div,13,,sbic,{},0
140,div,12,,pcTkSc,"{""role"": ""presentation""}",0
141,div,13,,lnnVSe,"{""aria-atomic"": ""true"", ""role"": ""option""}",0
142,div,14,,wM6W7d,{},0
143,span,15,,,{},0
144,div,14,,ClJ9Yb,{},0
145,span,15,,dKU7sc,{},0
146,div,10,,T14B5e,"{""jsname"": ""VlcLAe""}",0
147,center,11,,,{},0
148,input,12,,gNO89b,"{""value"": ""Google Search"", ""aria-label"": ""Google Search"", ""name"": ""btnK"", ""role"": ""button"", ""tabindex"": ""0"", ""type"": ""submit"", ""data-ved"": ""0ahUKEwjjyJPz2fiVAxX4M0QIHTrmE14Q4dUDCA4""}",0
149,input,12,,RNmpXc,"{""jscontroller"": ""s980lf"", ""value"": ""I'm Feeling Lucky"", ""aria-label"": ""I'm Feeling Lucky"", ""name"": ""btnI"", ""type"": ""submit"", ""jsaction"": ""rcuQ6b:npT2md;QIWlh"", ""data-ved"": ""0ahUKEwjjyJPz2fiVAxX4M0QIHTrmE14Q19QECA8""}",0
150,div,9,,,"{""jsname"": ""JUypV""}",32
151,div,10,,WzNHm mWcf0e,"{""jscontroller"": ""gSZvdb"", ""data-dccl"": ""false"", ""role"": ""button"", ""tabindex"": ""0"", ""jsdata"": ""vST7rb;_;aV9qaqPwM_jnkPIPuszP8AU2"", ""jsaction"": ""i5KCU;kVBCVd:yM1YJe"", ""data-ved"": ""0ahUKEwjjyJPz2fiVAxX4M0QIHTrmE14Q6scECBA""}",32
152,div,11,,VfL2Y LRZwuc,{},32
153,div,8,,FPdoLc T14B5e,{},0
154,center,9,,,{},0
155,input,10,,gNO89b,"{""value"": ""Google Search"", ""aria-label"": ""Google Search"", ""name"": ""btnK"", ""role"": ""button"", ""tabindex"": ""0"", ""type"": ""submit"", ""data-ved"": ""0ahUKEwjjyJPz2fiVAxX4M0QIHTrmE14Q4dUDCBE""}",0
156,input,10,gbqfbb,,"{""value"": ""I'm Feeling Lucky"", ""aria-label"": ""I'm Feeling Lucky"", ""name"": ""btnI"", ""role"": ""button"", ""tabindex"": ""0"", ""type"": ""submit"", ""data-ved"": ""0ahUKEwjjyJPz2fiVAxX4M0QIHTrmE14QnRsIEg""}",0
157,script,7,,,"{""nonce"": ""oW6qeYfynyxCaLm8QyCiWw""}",221
158,div,6,tophf,,{},0
159,input,7,,,"{""name"": ""sca_esv"", ""value"": ""4ae5e3414be49368"", ""type"": ""hidden""}",0
160,input,7,,,"{""name"": ""source"", ""type"": ""hidden"", ""value"": ""hp""}",0
161,input,7,,,"{""value"": ""aV9qaqPwM_jnkPIPuszP8AU"", ""name"": ""ei"", ""type"": ""hidden""}",0
162,input,7,,,"{""value"": ""ABILxe8AAAAAampteauO274Y0i-fcaua0yFsbamnViiI"", ""name"": ""iflsig"", ""type"": ""hidden""}",0
163,div,4,,o3j99 qarstb,{},0
164,div,5,,,{},0
165,div,6,_aV9qaqPwM_jnkPIPuszP8AU_7,yp,"{""jscontroller"": ""ms4mZb"", ""jsname"": ""FAeNCb"", ""data-ecom"": ""true"", ""data-endpoint"": ""2"", ""data-jiis"": ""up"", ""data-async-type"": ""hpba"", ""jsaction"": ""rcuQ6b:npT2md"", ""data-ved"": ""0ahUKEwjjyJPz2fiVAxX4M0QIHTrmE14Qj-0KCBM""}",0
166,script,6,,,"{""nonce"": ""oW6qeYfynyxCaLm8QyCiWw""}",15440
167,div,5,,,{},0
168,div,6,_aV9qaqPwM_jnkPIPuszP8AU_8,yp,"{""jscontroller"": ""ms4mZb"", ""jsname"": ""FAeNCb"", ""data-ecom"": ""true"", ""data-endpoint"": ""1"", ""data-istweed"": ""true"", ""data-jiis"": ""up"", ""data-async-type"": ""hpba"", ""jsaction"": ""rcuQ6b:npT2md"", ""data-ved"": ""0ahUKEwjjyJPz2fiVAxX4M0QIHTrmE14Qj-0KCBQ""}",0
169,div,4,,,"{""jscontroller"": ""B2qlPe"", ""jsname"": ""cgsKlb"", ""jsaction"": ""rcuQ6b:npT2md""}",0
170,div,4,,o3j99,{},209
171,div,5,,c93Gbe,"{""role"": ""contentinfo""}",209
172,div,6,,KxwPGc SSwjIe,"{""jscontroller"": ""NzU6V"", ""data-sfe"": ""true"", ""data-sfsw"": ""1200"", ""jsaction"": ""rcuQ6b:npT2md""}",209
173,div,7,,KxwPGc AghGtd,{},35
174,a,8,,pHiOh,"{""href"": ""https://www.google.com/intl/en_us/ads/?subid=ww-ww-et-g-awa-a-g_hpafoot1_1!o2&utm_source=google.com&utm_medium=referral&utm_campaign=google_hpafooter&fg=1"", ""ping"": ""/url?sa=t&rct=j&source=webhp&url=https://www.google.com/intl/en_us/ads/%3Fsubid%3Dww-ww-et-g-awa-a-g_hpafoot1_1!o2%26utm_source%3Dgoogle.com%26utm_medium%3Dreferral%26utm_campaign%3Dgoogle_hpafooter%26fg%3D1&ved=0ahUKEwjjyJPz2fiVAxX4M0QIHTrmE14QkdQCCBU&opi=89978449""}",11
175,a,8,,pHiOh,"{""href"": ""https://www.google.com/services/?subid=ww-ww-et-g-awa-a-g_hpbfoot1_1!o2&utm_source=google.com&utm_medium=referral&utm_campaign=google_hpbfooter&fg=1"", ""ping"": ""/url?sa=t&rct=j&source=webhp&url=https://www.google.com/services/%3Fsubid%3Dww-ww-et-g-awa-a-g_hpbfoot1_1!o2%26utm_source%3Dgoogle.com%26utm_medium%3Dreferral%26utm_campaign%3Dgoogle_hpbfooter%26fg%3D1&ved=0ahUKEwjjyJPz2fiVAxX4M0QIHTrmE14QktQCCBY&opi=89978449""}",8
176,a,8,,pHiOh,"{""href"": ""https://google.com/search/howsearchworks/?fg=1""}",16
177,div,7,,KxwPGc ssOUyb,{},52
178,a,8,,pHiOh,"{""href"": ""https://ai.google/helpful-tools/?utm_source=googlehpfooter&utm_medium=housepromos&utm_campaign=bottom-footer"", ""ping"": ""/url?sa=t&rct=j&source=webhp&url=https://ai.google/helpful-tools/%3Futm_source%3Dgooglehpfooter%26utm_medium%3Dhousepromos%26utm_campaign%3Dbottom-footer&ved=0ahUKEwjjyJPz2fiVAxX4M0QIHTrmE14QiM8HCBc&opi=89978449""}",52
179,span,9,,ktLKi,{},52
180,div,7,,KxwPGc iTjxkf,{},122
181,a,8,,pHiOh,"{""href"": ""https://policies.google.com/privacy?hl=en&fg=1"", ""ping"": ""/url?sa=t&rct=j&source=webhp&url=https://policies.google.com/privacy%3Fhl%3Den%26fg%3D1&ved=0ahUKEwjjyJPz2fiVAxX4M0QIHTrmE14Q8awCCBg&opi=89978449""}",7
182,a,8,,pHiOh,"{""href"": ""https://policies.google.com/terms?hl=en&fg=1"", ""ping"": ""/url?sa=t&rct=j&source=webhp&url=https://policies.google.com/terms%3Fhl%3Den%26fg%3D1&ved=0ahUKEwjjyJPz2fiVAxX4M0QIHTrmE14Q8qwCCBk&opi=89978449""}",5
183,span,8,,,{},110
184,span,9,,,"{""jscontroller"": ""nabPbb"", ""data-ffp"": ""false"", ""jsaction"": ""KyPa0e:Y0y4c;wjOG7e:gDkf4c;""}",110
185,g-popup,10,,,"{""jsname"": ""V68bde"", ""jscontroller"": ""DPreE"", ""jsaction"": ""A05xBd:IYtByb;EOZ57e:WFrRFb;"", ""jsdata"": ""mVjAjf;_;aV9qaqPwM_jnkPIPuszP8AU3""}",110
186,div,11,,CcNe6e,"{""jsname"": ""oYxtQd"", ""aria-expanded"": ""false"", ""aria-haspopup"": ""true"", ""role"": ""button"", ""tabindex"": ""0"", ""jsaction"": ""WFrRFb;keydown:uYT2Vb""}",8
187,div,12,,ayzqOc pHiOh,"{""jsname"": ""LgbsSe"", ""aria-controls"": ""_aV9qaqPwM_jnkPIPuszP8AU_9"", ""aria-haspopup"": ""true""}",8
188,div,11,,UjBGL pkWBse iRQHZe,"{""jsname"": ""V68bde"", ""style"": ""display:none;z-index:200""}",102
189,g-menu,12,,EfFKwc yTik0 PBn44e iQXTJe wplJBd,"{""jsname"": ""xl07Ob"", ""jscontroller"": ""WlNQGd"", ""role"": ""menu"", ""tabindex"": ""-1"", ""jsaction"": ""PSl28c;focus:h06R8;keydown:uYT2Vb;mouseenter:WOQqYb;mouseleave:Tx5Rb;mouseover:IgJl9c""}",102
190,g-menu-item,13,,EpPYLd GZnQqe,"{""jsname"": ""NNJLud"", ""jscontroller"": ""CnSW2d"", ""role"": ""none"", ""data-short-label"": """", ""jsdata"": ""zPXzie;_;aV9qaqPwM_jnkPIPuszP8AU4""}",15
191,div,14,,YpcDnf OSrXXb HG1dvd,"{""jsname"": ""ibnC6b"", ""role"": ""none""}",15
192,a,15,,,"{""href"": ""https://www.google.com/preferences?hl=en&fg=1"", ""role"": ""menuitem"", ""tabindex"": ""-1"", ""ping"": ""/url?sa=t&rct=j&source=webhp&url=https://www.google.com/preferences%3Fhl%3Den%26fg%3D1&ved=0ahUKEwjjyJPz2fiVAxX4M0QIHTrmE14Qs4gOCBw&opi=89978449""}",15
193,g-menu-item,13,,EpPYLd GZnQqe,"{""jsname"": ""NNJLud"", ""jscontroller"": ""CnSW2d"", ""role"": ""none"", ""data-short-label"": """", ""jsdata"": ""zPXzie;_;aV9qaqPwM_jnkPIPuszP8AU4""}",15
194,div,14,,YpcDnf OSrXXb HG1dvd,"{""jsname"": ""ibnC6b"", ""role"": ""none""}",15
195,a,15,,,"{""href"": ""/advanced_search?hl=en&fg=1"", ""role"": ""menuitem"", ""tabindex"": ""-1"", ""ping"": ""/url?sa=t&rct=j&source=webhp&url=/advanced_search%3Fhl%3Den%26fg%3D1&ved=0ahUKEwjjyJPz2fiVAxX4M0QIHTrmE14Q3ogOCB0&opi=89978449""}",15
196,g-menu-item,13,,EpPYLd GZnQqe,"{""jsname"": ""NNJLud"", ""jscontroller"": ""CnSW2d"", ""role"": ""none"", ""data-short-label"": """", ""jsdata"": ""zPXzie;_;aV9qaqPwM_jnkPIPuszP8AU4""}",19
197,div,14,,YpcDnf OSrXXb HG1dvd,"{""jsname"": ""ibnC6b"", ""role"": ""none""}",19
198,a,15,,,"{""href"": ""/history/privacyadvisor/search/unauth?utm_source=googlemenu&fg=1&cctld=com"", ""role"": ""menuitem"", ""tabindex"": ""-1"", ""ping"": ""/url?sa=t&rct=j&source=webhp&url=/history/privacyadvisor/search/unauth%3Futm_source%3Dgooglemenu%26fg%3D1%26cctld%3Dcom&ved=0ahUKEwjjyJPz2fiVAxX4M0QIHTrmE14QgoYOCB4&opi=89978449""}",19
199,g-menu-item,13,,EpPYLd GZnQqe,"{""jsname"": ""NNJLud"", ""jscontroller"": ""CnSW2d"", ""role"": ""none"", ""data-short-label"": """", ""jsdata"": ""zPXzie;_;aV9qaqPwM_jnkPIPuszP8AU4""}",14
200,div,14,,YpcDnf OSrXXb HG1dvd,"{""jsname"": ""ibnC6b"", ""role"": ""none""}",14
201,a,15,,,"{""href"": ""/history/optout?hl=en&fg=1"", ""role"": ""menuitem"", ""tabindex"": ""-1"", ""ping"": ""/url?sa=t&rct=j&source=webhp&url=/history/optout%3Fhl%3Den%26fg%3D1&ved=0ahUKEwjjyJPz2fiVAxX4M0QIHTrmE14Q4YgOCB8&opi=89978449""}",14
202,g-menu-item,13,,EpPYLd GZnQqe,"{""jsname"": ""NNJLud"", ""jscontroller"": ""CnSW2d"", ""role"": ""none"", ""data-short-label"": """", ""jsdata"": ""zPXzie;_;aV9qaqPwM_jnkPIPuszP8AU4""}",11
203,div,14,,YpcDnf OSrXXb HG1dvd,"{""jsname"": ""ibnC6b"", ""role"": ""none""}",11
204,a,15,,,"{""href"": ""https://support.google.com/websearch/?p=ws_results_help&hl=en&fg=1"", ""role"": ""menuitem"", ""tabindex"": ""-1"", ""ping"": ""/url?sa=t&rct=j&source=webhp&url=https://support.google.com/websearch/%3Fp%3Dws_results_help%26hl%3Den%26fg%3D1&ved=0ahUKEwjjyJPz2fiVAxX4M0QIHTrmE14Q4IgOCCA&opi=89978449""}",11
205,g-menu-item,13,,EpPYLd GZnQqe,"{""jsname"": ""NNJLud"", ""jscontroller"": ""CnSW2d"", ""role"": ""none"", ""data-short-label"": """", ""jsdata"": ""zPXzie;_;aV9qaqPwM_jnkPIPuszP8AU4""}",13
206,div,14,,YpcDnf OSrXXb HG1dvd,"{""jsname"": ""ibnC6b"", ""role"": ""none""}",13
207,span,15,,,"{""jscontroller"": ""nRwWne"", ""data-bucket"": ""websearch"", ""role"": ""menuitem"", ""tabindex"": ""-1"", ""jsaction"": ""IevYAd"", ""data-ved"": ""0ahUKEwjjyJPz2fiVAxX4M0QIHTrmE14Q4ogOCCE""}",13
208,g-menu-item,13,,EpPYLd GZnQqe LGiluc,"{""jsname"": ""NNJLud"", ""jscontroller"": ""CnSW2d"", ""aria-hidden"": ""true"", ""role"": ""separator"", ""data-short-label"": """", ""jsdata"": ""zPXzie;_;aV9qaqPwM_jnkPIPuszP8AU5""}",0
209,g-menu-item,13,,EpPYLd GZnQqe,"{""jsname"": ""NNJLud"", ""jscontroller"": ""CnSW2d"", ""role"": ""none"", ""data-short-label"": """", ""jsdata"": ""zPXzie;_;aV9qaqPwM_jnkPIPuszP8AU4""}",15
210,div,14,,YpcDnf OSrXXb HG1dvd,"{""jsname"": ""ibnC6b"", ""role"": ""none""}",15
211,div,15,YUIDDb,y0fQ9c,"{""data-spl"": ""/setprefs?hl=en&prev=https://www.google.com/?sca_esv%3D4ae5e3414be49368%26output%3Dsearch%26pccc%3D1&sig=0_W9jEzB8vXVRZS8QB4MPx9QqXKxg%3D&cs=2"", ""role"": ""menuitem"", ""tabindex"": ""-1""}",15
212,div,16,,tFYjZe,"{""jscontroller"": ""fXO0xe"", ""data-spt"": ""1"", ""role"": ""link"", ""tabindex"": ""0"", ""jsaction"": ""ok5gFc"", ""data-ved"": ""0ahUKEwjjyJPz2fiVAxX4M0QIHTrmE14QqsEHCCI""}",15
213,div,17,,iOHNLb,{},0
214,span,18,,z1asCe aqvxcd,"{""style"": ""height:20px;line-height:20px;width:20px""}",0
215,svg,19,,,"{""focusable"": ""false"", ""aria-hidden"": ""true"", ""xmlns"": ""http://www.w3.org/2000/svg"", ""enable-background"": ""new 0 0 24 24"", ""height"": ""24"", ""viewbox"": ""0 0 24 24"", ""width"": ""24""}",0
216,rect,20,,,"{""fill"": ""none"", ""height"": ""24"", ""width"": ""24""}",0
217,path,20,,,"{""d"": ""M12,7c-2.76,0-5,2.24-5,5s2.24,5,5,5s5-2.24,5-5S14.76,7,12,7L12,7z M2,13l2,0c0.55,0,1-0.45,1-1s-0.45-1-1-1l-2,0 c-0.55,0-1,0.45-1,1S1.45,13,2,13z M20,13l2,0c0.55,0,1-0.45,1-1s-0.45-1-1-1l-2,0c-0.55,0-1,0.45-1,1S19.45,13,20,13z M11,2v2 c0,0.55,0.45,1,1,1s1-0.45,1-1V2c0-0.55-0.45-1-1-1S11,1.45,11,2z M11,20v2c0,0.55,0.45,1,1,1s1-0.45,1-1v-2c0-0.55-0.45-1-1-1 C11.45,19,11,19.45,11,20z M5.99,4.58c-0.39-0.39-1.03-0.39-1.41,0c-0.39,0.39-0.39,1.03,0,1.41l1.06,1.06 c0.39,0.39,1.03,0.39,1.41,0s0.39-1.03,0-1.41L5.99,4.58z M18.36,16.95c-0.39-0.39-1.03-0.39-1.41,0c-0.39,0.39-0.39,1.03,0,1.41 l1.06,1.06c0.39,0.39,1.03,0.39,1.41,0c0.39-0.39,0.39-1.03,0-1.41L18.36,16.95z M19.42,5.99c0.39-0.39,0.39-1.03,0-1.41 c-0.39-0.39-1.03-0.39-1.41,0l-1.06,1.06c-0.39,0.39-0.39,1.03,0,1.41s1.03,0.39,1.41,0L19.42,5.99z M7.05,18.36 c0.39-0.39,0.39-1.03,0-1.41c-0.39-0.39-1.03-0.39-1.41,0l-1.06,1.06c-0.39,0.39-0.39,1.03,0,1.41s1.03,0.39,1.41,0L7.05,18.36z""}",0
218,div,6,,,"{""jscontroller"": ""zGLm3b"", ""style"": ""display:none"", ""data-fc"": ""-1"", ""data-pcon"": ""-1"", ""data-pcs"": ""0"", ""jsaction"": ""rcuQ6b:npT2md""}",0
219,div,3,,LSCOAf,{},11
220,div,4,lb,Qe0THe OLKT8d,{},0
221,span,4,,,"{""style"": ""display:none""}",0
222,span,5,,,"{""jscontroller"": ""DhPYme"", ""style"": ""display:none"", ""data-atsd"": ""10"", ""data-db"": ""1"", ""data-mmcnt"": ""100"", ""jsaction"": ""rcuQ6b:npT2md""}",0
223,script,4,,,"{""nonce"": ""oW6qeYfynyxCaLm8QyCiWw""}",5926
224,div,4,,,{},11
225,div,5,,gb_Q,{},11
226,script,5,,,"{""async"": """", ""nonce"": ""oW6qeYfynyxCaLm8QyCiWw"", ""src"": ""https://www.gstatic.com/og/_/js/k=og.asy.en_US.RO6IN0sZubc.2019.O/rt=j/m=_ac,_awd,ada,lldp,qads,abld/exm=/d=1/ed=1/rs=AA2YrTtz28GDI139UH6WqQMOHIzp8DnPGg""}",0
227,link,5,ogb_ss,,"{""href"": ""https://www.gstatic.com/og/_/ss/k=og.asy.VypeI3zqWbs.L.W.O/m=ll_tdm,adcgm3,ll_fw,abld/excm=/d=1/ed=1/ct=zgms/rs=AA2YrTtCx0MUxqxhS5VIHR3We2eXF9F54Q"", ""nonce"": ""oW6qeYfynyxCaLm8QyCiWw"", ""media"": ""print"", ""rel"": ""stylesheet""}",0
228,script,5,,,"{""nonce"": ""oW6qeYfynyxCaLm8QyCiWw""}",122
229,div,4,,,"{""style"": ""display:'none'"", ""jscontroller"": ""KHourd"", ""jsdata"": ""C4mkuf;_;aV9qaqPwM_jnkPIPuszP8AU6"", ""jsaction"": ""rcuQ6b:npT2md"", ""data-ved"": ""0ahUKEwjjyJPz2fiVAxX4M0QIHTrmE14QuqMJCCM""}",0
230,textarea,3,,csi,"{""name"": ""csi"", ""style"": ""display:none""}",0
231,script,3,,,"{""nonce"": ""oW6qeYfynyxCaLm8QyCiWw""}",1423
232,div,3,,,"{""jscontroller"": ""oQfbDd"", ""jsaction"": ""rcuQ6b:npT2md""}",0
233,div,3,,,"{""jscontroller"": ""TDFkye"", ""data-vpload"": """", ""jsaction"": ""rcuQ6b:npT2md""}",0
234,div,3,,,"{""jscontroller"": ""qmjr3"", ""jsaction"": ""rcuQ6b:npT2md""}",0
235,script,3,,,"{""nonce"": ""oW6qeYfynyxCaLm8QyCiWw""}",36777
